is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn,is_contract
1,1,5.83,12.0,0.32,0,32.8,2.6,0,0,1
1,0,3.05,24.0,0.0,0,33.8,3.7,0,1,0
1,0,2.84,17.0,0.0,4,6.7,0.6,0,1,0
0,0,1.19,22.0,0.0,0,6.6,0.5,0,1,0
1,1,1.91,0.0,0.0,0,0.9,0.2,4,1,0
1,1,5.83,15.0,1.38,0,110.9,8.5,0,0,1
1,0,2.0,0.0,0.0,0,9.7,1.0,0,1,0
1,1,5.83,15.0,1.08,0,48.5,1.6,0,0,1
1,1,5.83,21.0,0.49,0,32.2,3.2,0,0,1
1,1,0.63,19.0,0.0,0,0.0,0.0,0,1,0
1,0,5.83,21.0,0.4,0,10.1,0.8,0,0,1
1,0,2.91,21.0,0.0,0,1.0,0.0,0,1,0
1,0,1.78,22.0,0.0,0,5.9,0.7,0,1,0
0,0,3.05,0.0,0.0,0,0.0,0.0,0,1,0
1,1,0.96,23.0,0.0,0,0.0,0.0,0,1,0
0,0,0.69,16.0,0.0,0,0.0,0.0,0,1,0
1,1,5.83,16.0,1.61,0,58.4,4.3,0,0,1
1,0,0.59,0.0,0.0,1,0.0,0.0,2,1,0
1,1,2.16,21.0,0.0,0,14.3,1.8,0,1,0
1,0,5.83,22.0,0.06,0,32.6,4.2,0,0,1
1,0,2.26,22.0,0.0,0,3.9,0.4,0,1,0
1,1,2.47,24.0,0.0,0,9.1,1.2,0,1,0
1,0,2.11,23.0,0.0,0,11.0,0.6,0,1,0
0,0,2.07,21.0,0.0,0,0.0,0.0,0,1,0
1,1,5.83,15.0,1.5,0,141.2,11.25,3,0,1
1,0,5.83,22.0,0.58,1,45.3,4.8,0,0,1
1,1,1.69,19.0,0.0,0,30.7,2.7,0,1,0
0,0,1.68,18.0,0.0,0,13.4,0.5,0,1,0
0,0,0.49,17.0,0.0,2,0.0,0.0,0,1,0
0,0,2.6,10.0,0.0,0,12.0,1.0,7,1,0
0,0,0.98,17.0,0.0,0,0.0,0.0,0,1,0
1,1,6.22,0.0,0.0,0,0.0,0.0,0,1,0
1,1,4.15,26.0,0.0,4,18.9,0.7,0,1,0
1,1,1.44,22.0,0.0,0,19.6,1.3,0,1,0
1,0,5.83,25.0,0.23,0,18.4,0.6,0,0,1
0,0,1.1,22.0,0.0,0,30.8,2.4,0,1,0
1,0,2.27,23.0,0.0,0,12.1,3.6,0,1,0
0,0,0.18,16.0,0.0,0,0.0,0.0,0,1,0
1,1,5.83,22.0,0.76,1,107.4,7.6,0,0,1
1,0,5.83,21.0,0.53,0,36.0,2.9,0,0,1
0,0,1.26,18.0,0.0,0,0.0,0.0,0,1,0
1,0,5.83,33.0,0.0,0,50.1,5.3,0,0,0
0,0,2.07,21.0,0.0,0,2.0,0.6,0,1,0
0,0,2.27,23.0,0.0,0,7.8,0.7,0,1,0
1,0,5.83,25.0,0.18,1,29.9,1.4,0,0,1
0,0,4.06,17.0,0.0,0,11.4,0.3,0,1,0
0,0,1.06,20.0,0.0,0,24.3,3.1,0,1,0
0,0,0.86,18.0,0.0,0,0.0,0.0,0,1,0
1,1,5.83,21.0,0.1,0,29.3,1.1,0,0,1
1,0,5.82,24.0,0.0,0,3.3,0.1,0,0,0
1,0,3.83,10.0,0.0,0,2.6,0.2,5,1,0
1,1,3.78,18.0,0.0,1,16.8,0.5,0,1,0
1,0,1.67,0.0,0.0,0,0.6,0.1,2,1,0
1,0,4.23,32.0,0.0,0,45.5,3.6,0,1,0
1,0,2.32,0.0,0.0,0,9.4,1.0,1,1,0
0,0,3.19,24.0,0.0,0,9.6,0.8,0,1,0
0,0,2.69,24.0,0.0,0,35.2,1.9,0,1,0
1,0,3.42,10.0,0.0,0,1.2,0.1,3,1,0
1,0,0.43,12.0,0.0,0,0.0,0.0,0,1,0
1,0,2.0,0.0,0.0,0,0.0,0.0,0,1,0
1,1,1.85,0.0,0.0,0,0.0,0.0,0,1,0
1,1,6.08,17.0,0.0,0,4.9,0.2,0,1,0
1,0,2.62,24.0,0.0,2,19.3,1.5,0,1,0
0,0,1.15,4.0,0.0,0,2.9,0.3,5,1,0
1,0,5.82,24.0,0.0,0,15.5,2.0,0,0,0
1,1,1.53,0.0,0.0,0,0.0,0.0,0,1,0
1,1,3.34,35.5,0.0,0,19.9,5.1,0,1,0
1,1,5.82,22.0,1.2,0,106.3,8.9,0,0,1
1,0,5.21,35.5,0.0,0,110.6,11.25,0,1,0
1,1,1.1,19.0,0.0,0,0.0,0.0,0,1,0
1,0,1.89,0.0,0.0,1,4.0,0.4,6,1,0
0,0,0.9,21.0,0.0,2,0.0,0.0,0,1,0
1,1,0.09,8.0,0.0,2,0.0,0.0,1,1,0
1,1,1.76,22.0,0.0,0,6.7,0.4,0,1,0
1,1,5.82,20.0,1.13,2,141.2,11.2,0,0,1
0,0,0.19,0.0,0.0,1,0.0,0.0,0,1,0
1,0,5.82,20.0,1.58,1,33.7,0.8,0,0,1
1,0,0.75,22.0,0.0,0,0.0,0.0,0,1,0
1,0,0.01,0.0,0.0,0,0.0,0.0,0,1,0
1,1,5.82,22.0,0.9,1,51.4,3.0,0,0,1
0,0,1.25,17.0,0.0,0,0.0,0.0,0,1,0
1,0,5.82,25.0,0.37,0,55.6,7.8,0,0,1
0,0,1.18,16.0,0.0,0,0.0,0.0,0,1,0
0,0,0.45,21.0,0.0,0,0.0,0.0,0,1,0
1,0,0.83,22.0,0.0,1,0.0,0.0,0,1,0
1,0,2.63,17.0,0.0,0,22.6,1.1,0,1,0
1,0,5.82,20.0,0.99,0,119.1,8.1,0,0,1
1,1,3.01,26.0,0.0,0,11.9,1.2,0,1,0
1,1,5.82,15.0,1.25,0,80.4,4.1,0,0,1
1,0,0.33,18.0,0.0,0,0.0,0.0,0,1,0
0,0,3.89,24.0,0.0,0,29.9,1.7,0,1,0
1,1,5.82,12.0,0.45,0,20.7,1.8,0,0,1
1,1,5.82,15.0,1.16,0,37.5,2.8,0,0,1
1,0,4.32,22.0,0.0,0,11.3,1.2,0,1,0
1,0,4.86,21.0,0.0,0,12.8,1.2,0,1,0
1,1,5.82,21.0,0.21,0,58.6,4.6,0,0,1
1,1,0.64,21.0,0.0,0,0.0,0.0,0,1,0
0,0,1.04,24.0,0.0,0,6.0,0.5,0,1,0
0,0,0.12,16.0,0.0,0,0.0,0.0,0,1,0
1,1,5.82,17.0,1.68,0,28.6,0.8,0,0,1
1,1,5.82,13.0,1.72,0,25.2,1.9,0,0,1
0,0,2.01,0.0,0.0,0,0.1,0.0,0,1,0
0,0,1.04,17.0,0.0,0,0.0,0.0,0,1,0
1,1,6.36,22.0,0.15,0,114.8,11.25,0,1,1
1,0,1.17,0.0,0.0,0,0.1,0.0,0,1,0
1,1,1.88,0.0,0.0,0,0.0,0.0,0,1,0
1,0,4.18,26.0,0.0,0,51.4,5.2,0,1,0
1,0,5.93,17.0,0.0,1,131.7,6.0,0,1,0
1,0,3.06,18.0,0.0,0,17.9,1.1,5,1,0
0,0,1.79,0.0,0.0,0,0.7,0.0,2,1,0
1,0,6.64,35.5,0.04,0,141.2,5.8,0,1,1
0,0,1.22,21.0,0.0,0,0.7,0.2,0,1,0
0,0,1.3,35.5,0.0,0,82.9,6.0,0,1,0
1,0,0.35,19.0,0.0,0,0.0,0.0,0,1,0
1,0,5.82,21.0,0.13,1,59.0,4.3,0,0,1
1,0,2.59,24.0,0.0,0,4.4,0.4,0,1,0
1,0,2.25,22.0,0.0,0,16.7,1.8,0,1,0
1,1,4.07,32.0,0.0,0,33.4,9.3,0,1,0
1,1,5.82,22.0,0.07,0,12.5,2.4,0,0,1
1,0,1.7,7.0,0.0,0,6.3,1.6,0,1,0
1,0,0.53,10.0,0.0,1,0.0,0.0,4,1,0
1,1,2.09,18.0,0.0,0,11.2,0.9,0,1,0
1,1,5.81,22.0,0.99,0,69.4,5.8,0,0,1
1,0,4.75,14.0,0.0,0,7.1,0.4,0,1,0
0,0,2.16,22.0,0.0,0,30.0,2.1,0,1,0
1,1,1.81,21.0,0.0,0,10.2,0.8,0,1,0
1,1,5.81,22.0,0.04,0,51.8,4.6,0,0,1
1,0,3.55,15.0,0.0,2,26.9,11.25,0,1,0
0,0,3.04,8.0,0.0,0,0.0,0.0,0,1,0
1,1,5.04,19.0,0.0,0,25.0,2.7,0,1,0
1,0,2.05,20.0,0.0,0,2.3,0.2,0,1,0
1,0,3.48,10.0,0.0,1,1.8,0.1,5,1,0
0,0,2.76,24.0,0.0,2,8.8,1.7,0,1,0
0,0,1.98,21.0,0.0,0,8.6,0.7,0,1,0
1,1,1.97,0.0,0.0,0,0.0,0.0,0,1,0
1,0,1.46,35.0,0.0,0,20.6,1.8,0,1,0
1,0,1.04,18.0,0.0,0,0.0,0.0,0,1,0
1,0,2.42,12.0,0.0,0,28.2,1.0,0,1,0
0,0,3.24,24.0,0.0,0,27.3,1.8,0,1,0
0,0,1.67,18.0,0.0,2,8.1,3.9,0,1,0
1,0,5.81,15.0,1.88,0,119.2,11.25,0,0,1
1,0,6.22,0.0,0.0,0,0.0,0.0,0,1,0
1,1,3.1,35.5,0.0,0,70.3,3.1,0,1,0
1,1,2.13,0.0,0.0,2,5.6,1.0,5,1,0
0,0,2.63,21.0,0.0,1,4.8,0.2,0,1,0
1,1,5.81,15.0,1.63,0,64.2,5.9,0,0,1
1,1,2.65,14.0,0.0,0,9.8,0.6,0,1,0
0,0,1.59,17.0,0.0,0,7.0,0.4,0,1,0
1,0,2.97,19.0,0.0,0,20.4,0.7,0,1,0
1,0,1.99,0.0,0.0,0,0.0,0.0,0,1,0
0,0,2.48,16.0,0.0,0,23.1,2.0,0,1,0
1,1,5.81,22.0,1.08,0,42.8,1.9,0,0,1
1,0,1.93,23.0,0.0,0,7.4,0.5,0,1,0
0,0,0.33,18.0,0.0,0,0.0,0.0,0,1,0
0,0,2.16,22.0,0.0,0,49.4,9.1,0,1,0
0,0,2.13,7.0,0.0,1,8.6,0.9,5,1,0
0,0,6.14,22.0,0.0,0,9.2,0.7,0,1,0
1,0,1.61,0.0,0.0,0,5.5,1.2,7,1,0
0,0,2.08,22.0,0.0,0,0.0,0.0,0,1,0
1,0,2.21,18.0,0.0,2,17.5,1.2,0,1,0
0,0,1.98,21.0,0.0,0,11.4,0.7,0,1,0
1,0,1.76,23.0,0.0,2,20.1,2.5,0,1,0
1,0,1.0,22.0,0.0,0,4.5,0.5,0,1,0
1,0,0.84,18.0,0.0,0,0.0,0.0,0,1,0
1,1,1.97,35.5,0.0,0,5.2,0.4,0,1,0
0,0,4.08,32.0,0.0,0,66.5,3.3,0,1,0
1,0,3.39,21.0,0.0,0,23.9,3.8,0,1,0
1,1,5.81,19.0,1.62,0,32.3,11.25,1,0,1
1,1,2.72,18.0,0.0,0,1.4,0.0,0,1,0
1,1,5.81,21.0,0.44,1,128.7,10.6,0,0,1
0,0,2.74,24.0,0.0,0,11.7,1.0,0,1,0
1,0,5.81,27.0,0.0,0,43.2,3.3,0,0,0
1,1,6.42,24.0,1.08,0,70.4,3.3,0,1,1
1,1,5.81,21.0,0.38,0,131.4,5.7,0,0,1
1,1,5.81,28.0,1.76,0,11.5,1.4,0,0,1
1,1,5.81,21.0,0.24,0,28.6,4.6,0,0,1
1,0,0.1,11.0,0.01,0,0.0,0.0,0,1,1
1,0,1.99,0.0,0.0,0,0.6,0.1,0,1,0
1,0,5.81,12.0,0.83,0,16.6,1.1,0,0,1
1,0,5.81,22.0,0.89,0,141.2,10.1,0,0,1
1,1,0.92,22.0,0.0,0,0.0,0.0,0,1,0
1,0,2.15,35.5,0.0,0,19.6,1.8,0,1,0
0,0,0.01,16.0,0.01,0,0.0,0.0,0,1,1
0,0,1.17,18.0,0.0,0,0.0,0.0,0,1,0
1,1,2.01,17.0,0.0,0,12.5,0.7,0,1,0
0,0,2.81,18.0,0.0,0,141.2,11.25,0,1,0
1,0,1.99,22.0,0.0,0,4.5,0.2,0,1,0
1,0,5.38,19.0,0.0,0,141.2,11.25,0,1,0
1,0,1.49,18.0,0.0,0,3.4,0.4,0,1,0
1,0,1.97,21.0,0.0,2,61.5,10.1,0,1,0
1,1,5.81,21.0,0.44,0,1.6,0.2,0,0,1
1,1,5.81,24.0,1.38,0,51.0,2.6,0,0,1
1,0,2.98,25.0,0.0,2,86.0,7.9,0,1,0
1,1,4.0,26.0,0.0,0,27.5,2.1,0,1,0
1,1,4.08,23.0,0.0,0,38.2,3.0,0,1,0
1,0,0.65,22.0,0.0,0,0.0,0.0,0,1,0
1,1,0.73,21.0,0.0,0,0.0,0.0,0,1,0
1,0,0.58,22.0,0.0,0,0.0,0.0,0,1,0
0,0,5.81,25.0,0.05,0,6.1,0.3,0,0,1
0,0,0.53,21.0,0.0,0,0.0,0.0,0,1,0
1,1,5.81,16.0,1.52,0,23.5,1.3,0,0,1
1,1,5.81,24.0,0.96,0,42.6,2.0,0,0,1
1,0,0.01,18.0,0.02,0,0.0,0.0,0,1,1
1,1,5.81,24.0,0.0,0,14.3,0.7,0,0,0
1,0,1.53,21.0,0.0,0,0.0,0.0,0,1,0
1,0,0.8,0.0,0.0,0,0.0,0.0,0,1,0
1,0,0.54,21.0,0.0,0,0.0,0.0,0,1,0
1,0,2.0,22.0,0.0,0,3.3,0.4,0,1,0
1,0,5.81,21.0,0.39,0,33.0,11.25,0,0,1
1,1,1.41,22.0,0.0,1,10.7,0.8,0,1,0
0,0,1.23,18.0,0.0,0,0.0,0.0,0,1,0
1,0,5.81,21.0,0.64,0,103.2,11.25,0,0,1
1,0,3.45,18.0,0.0,0,49.2,3.1,0,1,0
1,0,0.84,18.0,0.0,0,0.0,0.0,0,1,0
0,0,3.03,0.0,0.0,0,0.0,0.0,0,1,0
0,0,2.0,0.0,0.0,0,0.1,0.0,0,1,0
1,0,5.81,21.0,0.47,0,66.8,11.25,0,0,1
1,0,3.21,24.0,0.0,1,8.4,0.5,0,1,0
0,0,1.05,21.0,0.0,0,4.2,0.3,0,1,0
1,1,2.74,32.0,0.0,0,86.4,10.7,0,1,0
1,0,1.98,21.0,0.0,0,0.0,0.0,0,1,0
1,1,5.81,12.0,0.56,0,17.0,4.3,0,0,1
0,0,1.47,21.0,0.0,0,3.5,0.5,0,1,0
1,1,5.15,21.0,0.0,0,63.0,4.0,0,1,0
1,0,4.53,11.0,0.0,0,1.2,0.1,4,1,0
0,0,2.82,35.5,0.0,0,0.3,0.0,0,1,0
0,0,0.78,10.0,0.0,0,0.0,0.0,0,1,0
0,0,1.97,35.5,0.0,0,5.0,0.5,0,1,0
0,0,1.98,21.0,0.0,1,22.9,4.4,0,1,0
0,0,2.73,24.0,0.0,0,35.4,2.3,0,1,0
0,0,2.17,23.0,0.0,0,15.3,0.7,0,1,0
0,0,1.61,23.0,0.0,0,13.0,3.4,0,1,0
0,0,1.24,22.0,0.0,0,4.9,0.2,0,1,0
0,0,4.36,13.0,0.0,0,13.1,1.4,0,1,0
1,0,1.43,23.0,0.0,0,19.9,1.1,0,1,0
1,1,3.22,19.0,0.0,0,1.0,0.1,0,1,0
1,0,5.8,17.0,1.64,0,38.2,4.1,0,0,1
1,0,4.61,22.0,0.0,0,0.0,0.0,0,1,0
1,0,1.99,22.0,0.0,0,4.6,0.6,0,1,0
1,0,2.91,18.0,0.0,0,20.8,2.4,0,1,0
1,1,4.22,17.0,0.0,0,64.4,5.4,0,1,0
1,1,5.8,15.0,1.26,0,100.0,8.0,0,0,1
1,0,3.12,26.0,0.0,0,29.4,1.6,0,1,0
1,0,2.54,24.0,0.0,0,16.7,1.6,0,1,0
0,0,2.87,24.0,0.0,0,8.5,0.6,0,1,0
1,1,5.8,16.0,1.76,0,1.7,0.4,0,0,1
1,0,0.97,21.0,0.0,0,0.1,0.0,0,1,0
1,0,5.8,21.0,0.2,0,60.8,6.7,0,0,1
1,1,1.98,22.0,0.0,0,9.0,1.1,0,1,0
1,1,5.8,17.0,1.72,0,117.3,10.5,0,0,1
1,1,5.8,15.0,1.27,0,34.0,1.5,0,0,1
1,1,5.8,35.5,0.14,0,141.2,11.25,0,0,1
0,0,0.93,23.0,0.0,1,0.0,0.0,0,1,0
0,0,1.83,21.0,0.0,0,15.7,0.7,0,1,0
1,1,5.8,10.0,1.11,5,65.9,6.2,0,0,1
0,0,0.78,20.0,0.0,0,0.0,0.0,0,1,0
0,0,1.08,21.0,0.0,0,0.0,0.0,0,1,0
1,0,1.29,21.0,0.0,0,0.5,0.0,0,1,0
1,0,3.02,16.0,0.0,0,5.9,2.1,4,1,0
1,0,4.38,19.0,0.0,1,27.2,2.1,0,1,0
1,1,5.8,24.0,0.57,0,52.4,3.7,0,0,1
1,1,5.8,15.0,1.24,0,81.8,11.25,0,0,1
1,1,0.11,0.0,0.0,0,0.0,0.0,1,1,0
0,0,0.75,22.0,0.0,0,0.0,0.0,0,1,0
0,0,2.1,35.5,0.0,0,21.6,8.3,0,1,0
1,0,5.8,21.0,0.31,3,121.2,11.25,0,0,1
1,1,5.8,10.0,1.17,0,19.1,0.8,0,0,1
0,0,0.98,21.0,0.0,0,3.0,0.2,0,1,0
1,1,5.77,22.0,0.0,0,5.8,0.3,0,1,0
1,1,4.97,18.0,0.0,0,14.3,1.6,0,1,0
1,0,5.8,21.0,0.4,1,141.2,10.2,0,0,1
1,0,0.01,21.0,0.01,0,0.0,0.0,0,1,1
0,0,2.92,24.0,0.0,0,5.6,0.7,0,1,0
1,1,5.8,14.0,1.79,0,12.5,0.6,0,0,1
1,0,2.18,19.0,0.0,0,2.3,0.2,0,1,0
1,0,6.44,16.0,1.69,0,140.3,6.7,0,1,1
0,0,0.06,9.0,0.02,0,0.0,0.0,0,1,1
0,0,3.52,24.0,0.0,1,32.0,2.5,0,1,0
1,0,3.9,32.0,0.0,0,71.9,4.3,0,1,0
1,0,4.56,25.0,0.0,2,15.1,1.0,0,1,0
0,0,0.27,15.0,0.0,0,0.0,0.0,0,1,0
1,1,6.28,14.0,1.85,0,52.6,4.8,0,1,1
0,0,1.42,23.0,0.0,0,7.3,1.6,0,1,0
1,1,5.65,17.0,0.0,0,82.7,9.4,0,1,0
0,0,0.64,19.0,0.0,0,0.0,0.0,0,1,0
1,0,1.57,22.0,0.0,1,10.6,1.0,0,1,0
1,0,2.05,21.0,0.0,3,10.2,0.7,0,1,0
0,0,3.51,32.0,0.0,0,6.4,2.0,0,1,0
1,0,0.71,0.0,0.0,0,0.0,0.0,3,1,0
1,0,1.31,22.0,0.0,0,27.5,2.6,0,1,0
0,0,1.15,19.0,0.0,0,0.0,0.0,0,1,0
1,0,2.82,18.0,0.0,0,12.9,1.9,0,1,0
1,0,5.8,21.0,0.64,0,26.3,4.5,0,0,1
0,0,3.02,34.0,0.0,4,38.4,1.6,0,1,0
1,1,4.95,20.0,0.0,0,0.0,0.0,0,1,0
0,0,0.5,20.0,0.0,1,0.0,0.0,0,1,0
1,0,0.5,9.0,0.0,0,0.0,0.0,1,1,0
1,0,0.02,24.0,0.02,0,0.0,0.0,0,1,1
1,0,0.75,22.0,0.0,2,0.0,0.0,0,1,0
1,0,5.76,22.0,0.0,0,42.3,3.5,0,1,0
1,0,1.81,22.0,0.0,0,0.2,0.2,0,1,0
1,0,2.08,0.0,0.0,0,20.7,0.9,3,1,0
0,0,0.46,21.0,0.0,2,0.0,0.0,0,1,0
0,0,1.97,0.0,0.0,0,6.5,0.5,0,1,0
0,0,0.01,21.0,0.01,0,0.0,0.0,0,1,1
1,1,2.08,13.0,0.0,0,66.1,8.0,2,1,0
0,0,1.48,22.0,0.0,0,16.1,1.2,0,1,0
0,0,0.51,21.0,0.0,1,0.0,0.0,0,1,0
1,0,0.45,0.0,0.0,0,0.0,0.0,1,1,0
0,0,3.76,26.0,0.0,0,96.8,5.9,0,1,0
1,0,1.97,29.0,0.0,0,19.1,0.6,0,1,0
1,0,1.48,18.0,0.0,0,1.0,0.1,0,1,0
0,0,1.33,15.0,0.0,0,80.8,3.6,0,1,0
1,1,5.01,12.0,0.0,0,53.3,3.1,0,1,0
1,0,0.33,19.0,0.0,0,0.0,0.0,0,1,0
1,1,5.46,17.0,0.0,0,70.6,5.4,0,1,0
1,1,5.79,22.0,0.02,0,38.5,1.9,0,0,1
0,0,3.36,21.0,0.0,0,8.2,0.6,0,1,0
1,1,3.15,24.0,0.0,0,17.4,1.5,0,1,0
0,0,2.02,0.0,0.0,0,10.5,2.6,0,1,0
1,0,3.06,10.0,0.0,0,4.2,0.3,6,1,0
1,0,1.97,0.0,0.0,0,32.9,2.5,2,1,0
0,0,4.02,20.0,0.0,0,78.3,5.4,0,1,0
1,0,1.56,22.0,0.0,0,5.5,0.3,0,1,0
1,0,1.6,0.0,0.0,0,9.6,0.8,0,1,0
1,0,2.82,16.0,0.0,0,32.5,1.0,0,1,0
1,1,5.79,24.0,0.0,0,4.3,0.2,0,0,0
0,0,0.43,20.0,0.0,1,0.0,0.0,0,1,0
1,0,1.45,22.0,0.0,0,4.4,0.5,1,1,0
1,1,2.26,35.5,0.0,0,30.5,2.0,0,1,0
1,0,2.9,19.0,0.0,0,2.1,0.3,0,1,0
1,1,3.43,35.5,0.0,0,0.0,0.0,0,1,0
1,1,4.66,24.0,0.0,0,12.7,1.8,0,1,0
0,0,1.24,35.5,0.0,0,17.4,1.0,0,1,0
1,0,0.4,0.0,0.0,1,0.0,0.0,1,1,0
1,0,5.79,12.0,1.01,3,46.9,4.8,0,0,1
1,1,5.79,12.0,0.29,0,82.7,5.6,0,0,1
0,0,0.13,12.0,0.01,0,0.0,0.0,0,1,1
1,1,5.79,21.0,0.48,2,70.9,6.7,0,0,1
1,0,0.02,1.0,0.0,0,0.0,0.0,0,1,0
0,0,0.01,23.0,0.0,0,0.0,0.0,0,1,0
1,0,5.79,24.0,0.0,0,58.9,2.9,0,0,0
1,0,6.18,0.0,0.0,0,0.0,0.0,0,1,0
0,0,2.32,22.0,0.0,0,10.4,0.8,0,1,0
1,0,1.83,0.0,0.0,0,9.2,0.7,0,1,0
1,0,1.62,0.0,0.0,0,29.7,2.6,0,1,0
0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0
1,1,5.79,17.0,0.55,2,23.9,2.4,0,0,1
1,1,5.79,15.0,1.72,0,60.3,11.25,0,0,1
1,0,3.31,26.0,0.0,0,15.7,1.1,0,1,0
0,0,3.5,24.0,0.0,0,8.1,0.6,0,1,0
0,0,0.59,21.0,0.0,0,0.0,0.0,0,1,0
1,1,3.85,23.0,0.0,0,71.2,4.2,0,1,0
1,1,5.79,15.0,1.4,0,141.2,11.25,0,0,1
1,0,0.36,21.0,0.0,0,0.0,0.0,0,1,0
1,0,0.01,23.0,0.0,0,0.0,0.0,0,1,0
1,0,3.35,25.0,0.0,0,25.0,0.7,0,1,0
0,0,1.28,21.0,0.0,0,24.2,3.3,0,1,0
1,0,1.02,18.0,0.0,0,0.0,0.0,0,1,0
0,0,2.82,23.0,0.0,0,26.5,3.0,0,1,0
1,1,5.79,10.0,1.21,0,28.2,4.5,0,0,1
0,0,4.93,16.0,0.0,0,41.5,2.4,0,1,0
0,0,6.02,18.0,1.78,0,30.8,1.6,0,1,1
1,1,1.99,0.0,0.0,0,0.0,0.0,0,1,0
0,0,4.7,24.0,0.0,1,33.1,2.1,0,1,0
1,1,5.52,20.0,0.0,0,52.1,7.1,0,1,0
1,0,5.79,22.0,1.12,0,55.3,2.0,0,0,1
1,0,3.06,25.0,0.0,3,7.5,0.8,0,1,0
1,0,1.97,22.0,0.0,1,5.4,0.4,0,1,0
1,1,5.42,21.0,0.0,0,83.6,6.3,0,1,0
1,0,0.21,14.0,0.0,2,0.0,0.0,0,1,0
1,0,3.73,24.0,0.0,0,8.1,1.4,0,1,0
0,0,0.94,0.0,0.0,0,0.0,0.0,0,1,0
1,0,2.15,22.0,0.0,0,4.9,0.4,0,1,0
1,0,6.38,19.0,0.0,0,4.4,0.3,0,1,0
1,1,2.74,18.0,0.0,0,19.4,1.0,0,1,0
1,1,5.79,35.5,0.33,0,141.2,7.8,0,0,1
0,0,2.39,22.0,0.0,1,20.0,1.5,0,1,0
0,0,1.32,19.0,0.0,0,21.3,0.7,0,1,0
0,0,0.05,0.0,0.0,0,0.0,0.0,0,1,0
1,1,2.02,0.0,0.0,0,0.1,0.0,0,1,0
1,0,5.79,24.0,0.0,1,30.3,2.2,0,0,0
0,0,1.22,19.0,0.0,0,0.0,0.0,0,1,0
0,0,0.21,14.0,0.0,0,0.0,0.0,0,1,0
1,0,4.65,24.0,0.0,1,56.4,3.7,0,1,0
1,1,5.79,21.0,0.4,1,80.7,10.3,0,0,1
0,0,1.01,23.0,0.0,0,10.1,1.2,0,1,0
0,0,0.01,1.0,0.01,0,0.0,0.0,0,1,1
1,0,1.03,21.0,0.0,1,1.8,0.2,0,1,0
1,0,3.42,8.0,0.0,0,14.6,2.5,6,1,0
1,0,1.12,15.0,0.0,0,1.3,0.1,0,1,0
1,0,0.14,0.0,0.02,2,0.0,0.0,0,1,1
0,0,0.73,22.0,0.0,0,0.0,0.0,0,1,0
0,0,1.18,21.0,0.0,0,0.0,0.0,0,1,0
1,0,5.79,22.0,0.07,0,10.0,1.0,0,0,1
0,0,0.23,16.0,0.0,1,0.0,0.0,0,1,0
1,0,5.79,29.0,1.47,0,57.7,3.2,0,0,1
1,0,4.61,20.0,0.0,0,45.2,5.3,0,1,0
1,1,5.79,17.0,1.75,1,130.4,11.25,0,0,1
1,1,5.86,32.0,0.0,0,141.2,5.9,0,1,0
0,0,1.99,18.0,0.0,1,17.5,1.0,0,1,0
0,0,5.78,23.0,0.0,0,87.9,4.0,0,0,0
1,1,5.78,25.0,0.0,0,32.8,1.0,0,0,0
1,0,3.01,8.0,0.0,0,29.0,1.2,0,1,0
1,0,5.78,32.0,0.0,0,24.4,1.5,0,0,0
1,0,1.98,0.0,0.0,0,0.9,0.3,1,1,0
1,1,5.78,22.0,1.42,2,44.4,3.1,0,0,1
0,0,1.98,35.5,0.0,0,60.7,3.8,0,1,0
1,1,5.78,15.0,1.39,0,26.4,11.25,0,0,1
0,0,1.46,0.0,0.0,1,9.0,0.9,7,1,0
1,0,3.79,21.0,0.0,0,36.7,2.3,0,1,0
0,0,0.58,20.0,0.0,0,0.0,0.0,0,1,0
1,0,5.78,21.0,0.11,0,81.2,5.2,0,0,1
1,1,5.78,20.0,1.2,0,14.2,0.8,0,0,1
1,0,2.81,18.0,0.0,0,10.3,0.4,0,1,0
0,0,0.91,23.0,0.0,1,0.0,0.0,0,1,0
0,0,0.01,0.0,0.01,0,0.0,0.0,0,1,1
1,1,1.19,21.0,0.0,0,12.7,1.1,0,1,0
1,0,0.63,22.0,0.0,0,0.0,0.0,0,1,0
1,1,5.78,21.0,0.5,1,73.8,9.1,0,0,1
1,0,5.78,21.0,1.68,0,15.3,0.9,0,0,1
1,0,5.78,33.0,0.0,0,73.1,6.1,0,0,0
1,0,0.61,21.0,0.0,0,0.0,0.0,0,1,0
1,0,1.98,23.0,0.0,0,27.8,1.8,0,1,0
0,0,1.06,17.0,0.0,0,0.0,0.0,0,1,0
1,1,5.78,10.0,1.17,0,0.3,0.0,0,0,1
0,0,0.6,35.0,0.0,2,0.0,0.0,0,1,0
1,0,2.9,24.0,0.0,0,13.9,1.5,0,1,0
1,0,2.25,0.0,0.0,0,18.7,0.7,3,1,0
1,1,5.78,26.0,1.16,0,78.3,7.8,0,0,1
1,1,5.78,17.0,1.94,0,130.6,11.25,0,0,1
0,0,1.75,18.0,0.0,0,8.9,0.5,0,1,0
0,0,0.58,0.0,0.0,0,0.0,0.0,1,1,0
0,0,0.72,21.0,0.0,0,0.0,0.0,0,1,0
1,1,5.63,20.0,0.0,1,83.1,4.7,0,1,0
