id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,download_avg,upload_avg,download_over_limit,churn,is_contract
C0111541,1,1,1.09,0,0.0,0.0,0.0,4,1,0
C0111546,1,1,7.92,8,1.39,17.6,0.9,0,0,1
C0111570,1,0,4.28,21,0.0,20.3,10.5,0,1,0
C0111594,1,1,2.0,0,0.0,0.0,0.0,3,1,0
C0111599,0,0,3.76,21,0.0,4.9,0.5,0,1,0
C0111652,0,0,1.61,0,0.0,0.0,0.0,0,1,0
C0111670,0,0,6.14,162,0.0,283.0,58.4,0,1,0
C0111693,1,0,8.59,0,0.0,0.0,0.0,0,1,0
C0111741,1,1,8.15,24,1.97,26.2,2.4,0,1,1
C0111744,1,1,2.04,0,0.0,0.0,0.0,1,1,0
C0111758,1,1,3.66,0,0.0,11.1,1.2,3,1,0
C0111775,1,0,7.92,16,0.0,1.3,0.0,2,0,0
C0111780,1,1,7.92,37,0.46,71.7,4.4,0,0,1
C0111819,1,0,5.56,23,0.0,23.3,1.2,0,1,0
C0111829,0,0,1.24,0,0.0,0.0,0.0,6,1,0
C0111845,0,0,7.92,42,1.16,200.0,14.7,0,0,1
C0111909,0,0,3.75,21,0.0,0.4,0.1,0,1,0
C0111924,1,1,7.92,18,1.53,70.4,2.6,4,0,1
C0111943,0,0,3.88,16,0.0,7.3,4.0,0,1,0
C0111972,1,1,7.92,27,0.0,0.0,0.0,0,0,0
C0112008,0,0,1.61,0,0.0,0.0,0.0,0,1,0
C0112021,0,0,2.59,0,0.0,0.0,0.0,1,1,0
C0112056,1,1,3.79,23,0.0,50.0,4.0,0,1,0
C0112066,1,1,3.42,21,0.0,19.1,0.7,0,1,0
C0112071,0,0,1.76,13,0.0,0.0,0.0,0,1,0
C0112152,1,1,1.61,0,0.0,0.0,0.0,0,1,0
C0112153,1,1,2.61,0,0.0,0.0,0.0,0,1,0
C0112154,1,1,3.15,0,0.0,0.0,0.0,0,1,0
C0112183,1,1,2.11,14,0.0,0.0,0.0,0,1,0
C0112219,0,0,2.11,22,0.0,0.0,0.0,0,1,0
C0112260,1,1,1.6,0,0.0,0.0,0.0,0,1,0
C0112294,1,1,2.0,0,0.0,0.0,0.0,6,1,0
C0112333,0,0,5.65,20,0.0,13.3,2.4,0,1,0
C0112335,1,1,4.42,16,0.0,3.0,0.0,0,1,0
C0112354,1,1,2.01,22,0.0,0.0,0.0,0,1,0
C0112393,1,0,6.87,14,0.0,4.4,0.3,0,1,0
C0112419,0,0,1.6,0,0.0,0.0,0.0,0,1,0
C0112513,1,0,2.45,14,0.0,0.0,0.0,0,1,0
C0112531,1,1,1.6,0,0.0,0.0,0.0,0,1,0
C0112545,1,1,7.92,17,1.5,206.1,9.5,1,0,1
C0112556,0,0,1.14,150,0.0,0.0,0.0,0,1,0
C0112561,0,0,1.28,14,0.0,0.0,0.0,0,1,0
C0112618,1,0,1.3,44,0.0,0.0,0.0,0,1,0
C0112679,0,0,3.33,16,0.0,0.0,0.0,0,1,0
C0112729,1,0,2.24,21,0.0,0.0,0.0,0,1,0
C0112742,1,1,4.27,0,0.0,4.5,1.3,6,1,0
C0112758,1,0,5.57,10,0.0,0.0,0.0,0,1,0
C0112797,1,0,5.04,22,0.0,37.3,2.1,0,1,0
C0112806,1,0,7.92,21,0.34,130.4,13.1,0,0,1
C0112808,1,0,2.39,0,0.0,0.0,0.0,5,1,0
C0112840,1,0,1.7,0,0.0,0.0,0.0,7,1,0
C0112862,0,0,2.51,13,0.0,0.0,0.0,0,1,0
C0112864,1,1,3.04,0,0.0,0.0,0.0,6,1,0
C0112914,1,0,7.91,21,0.09,38.7,3.3,0,0,1
C0112930,1,1,2.12,23,0.0,0.0,0.0,0,1,0
C0112933,1,1,7.91,23,1.75,89.0,6.5,0,0,1
C0112934,1,0,1.32,13,0.0,0.0,0.0,0,1,0
C0112945,1,0,3.79,0,0.0,9.2,1.5,7,1,0
C0112956,0,0,4.53,20,0.0,3.0,0.3,0,1,0
C0112984,0,0,1.6,0,0.0,0.0,0.0,0,1,0
C0113027,1,1,2.02,23,0.0,0.0,0.0,0,1,0
C0113042,0,0,1.16,14,0.0,0.0,0.0,0,1,0
C0113081,1,0,4.09,16,0.0,2.6,0.2,0,1,0
C0113090,1,0,4.93,14,0.0,58.7,1.7,0,1,0
C0113112,1,0,6.87,24,0.0,5.1,0.2,0,1,0
C0113116,1,1,2.02,24,0.0,0.0,0.0,0,1,0
C0113125,1,1,1.92,0,0.0,0.0,0.0,0,1,0
C0113130,0,0,4.77,17,0.0,23.7,2.7,0,1,0
C0113150,1,1,2.05,21,0.0,0.0,0.0,0,1,0
C0113171,1,0,7.0,21,0.0,33.2,2.1,0,1,0
C0113209,1,1,2.16,21,0.0,0.0,0.0,0,1,0
C0113211,1,1,2.03,0,0.0,0.0,0.0,5,1,0
C0113213,0,0,1.92,2,0.0,0.0,0.0,0,1,0
C0113221,1,1,7.91,17,0.27,105.1,10.9,0,0,1
C0113223,1,1,7.91,18,1.82,73.8,6.3,0,0,1
C0113249,1,1,7.91,13,1.73,28.4,3.0,0,0,1
C0113251,0,0,3.07,20,0.0,1.4,0.1,0,1,0
C0113270,0,0,3.59,13,0.0,4.0,0.2,0,1,0
C0113295,1,0,7.91,20,0.22,19.5,1.0,0,0,1
C0113305,0,0,1.59,13,0.0,0.0,0.0,0,1,0
C0113333,1,0,7.91,21,0.33,49.5,7.7,0,0,1
C0113348,0,0,2.53,14,0.0,0.0,0.0,0,1,0
C0113349,1,0,3.82,21,0.0,17.3,2.9,0,1,0
C0113369,0,0,3.86,23,0.0,5.4,0.3,0,1,0
C0113375,0,0,1.55,20,0.0,0.0,0.0,0,1,0
C0113395,0,0,1.31,0,0.0,0.0,0.0,2,1,0
C0113411,0,0,1.97,24,0.0,0.0,0.0,0,1,0
C0113463,0,0,1.65,0,0.0,0.0,0.0,2,1,0
C0113471,1,1,2.0,22,0.0,0.0,0.0,0,1,0
C0113481,1,0,7.91,20,0.0,15.1,3.1,0,0,0
C0113494,0,0,2.52,23,0.0,0.0,0.0,0,1,0
C0113497,1,0,2.53,19,0.0,0.0,0.0,0,1,0
C0113514,0,0,1.31,11,0.0,0.0,0.0,0,1,0
C0113540,0,0,1.56,16,0.0,0.0,0.0,0,1,0
C0113562,1,1,1.78,14,0.0,0.0,0.0,0,1,0
C0113588,0,0,1.12,23,0.0,0.0,0.0,0,1,0
C0113589,1,1,2.47,20,0.0,0.0,0.0,0,1,0
C0113613,0,0,3.67,22,0.0,16.6,3.6,0,1,0
C0113634,0,0,2.94,64,0.0,0.0,0.0,0,1,0
C0113654,0,0,1.39,13,0.0,0.0,0.0,0,1,0
C0113660,0,0,1.06,12,0.0,0.0,0.0,0,1,0
C0113724,1,1,1.92,7,0.0,0.0,0.0,0,1,0
C0113762,0,0,3.03,22,0.0,0.0,0.0,0,1,0
C0113770,1,1,2.0,0,0.0,0.0,0.0,7,1,0
C0113786,1,0,5.25,26,0.0,14.4,0.4,0,1,0
C0113788,0,0,2.63,12,0.0,0.0,0.0,0,1,0
C0113789,1,0,5.85,21,0.0,6.6,0.3,0,1,0
C0113818,1,1,3.42,0,0.0,0.9,0.1,2,1,0
C0113822,1,1,2.02,0,0.0,0.0,0.0,6,1,0
C0113886,1,1,2.0,24,0.0,0.0,0.0,0,1,0
C0113907,0,0,3.49,13,0.0,2.3,0.5,0,1,0
C0113942,1,1,1.5,0,0.5,0.0,0.0,4,1,1
C0113994,1,0,7.9,21,0.12,150.7,16.2,0,0,1
C0114002,1,0,2.07,0,0.0,0.0,0.0,6,1,0
C0114023,0,0,1.51,14,0.0,0.0,0.0,0,1,0
C0114033,1,1,1.92,22,0.0,0.0,0.0,0,1,0
C0114047,1,1,2.0,17,0.0,0.0,0.0,0,1,0
C0114055,1,0,3.6,0,0.0,5.5,3.0,7,1,0
C0114098,0,0,7.16,24,0.0,8.3,0.5,0,1,0
C0114108,1,1,4.78,10,0.0,0.9,0.1,3,1,0
C0114119,1,1,8.45,10,0.83,0.0,0.0,0,1,1
C0114140,1,1,2.65,21,0.0,0.0,0.0,0,1,0
C0114167,1,1,2.05,0,0.0,0.0,0.0,4,1,0
C0114169,1,0,7.9,21,0.1,19.3,1.5,0,0,1
C0114226,1,1,7.67,18,0.0,7.1,0.4,0,1,0
C0114291,1,1,7.9,15,1.27,81.4,2.9,0,0,1
C0114317,0,0,5.99,26,0.0,26.5,1.0,0,1,0
C0114329,0,0,3.34,0,0.0,0.0,0.0,1,1,0
C0114358,1,0,7.9,22,0.86,10.0,1.3,0,0,1
C0114383,0,0,3.24,22,0.0,7.3,0.6,0,1,0
C0114398,0,0,7.52,25,0.0,6.7,0.3,0,1,0
C0114444,0,0,1.87,0,0.0,0.0,0.0,1,1,0
C0114472,0,0,1.6,14,0.0,0.0,0.0,0,1,0
C0114485,0,0,1.45,14,0.0,0.0,0.0,0,1,0
C0114495,0,0,1.73,13,0.0,0.0,0.0,0,1,0
C0114496,1,1,4.01,17,0.0,10.8,0.3,0,1,0
C0114545,1,0,6.77,18,0.22,39.2,3.4,0,1,1
C0114569,1,1,2.22,0,0.0,0.0,0.0,0,1,0
C0114588,0,0,3.7,0,0.0,0.0,0.0,0,1,0
C0114589,1,0,2.71,0,0.0,0.0,0.0,0,1,0
C0114670,1,1,7.9,10,1.4,35.0,1.5,0,0,1
C0114687,0,0,1.57,18,1.65,0.0,0.0,0,1,1
C0114741,0,0,4.77,10,0.0,3.2,0.5,6,1,0
C0114760,1,1,2.45,0,0.0,0.0,0.0,7,1,0
C0114779,1,0,2.95,20,0.0,0.0,0.0,4,1,0
C0114817,1,1,3.93,0,0.0,11.5,2.0,1,1,0
C0114821,1,0,4.06,24,0.0,6.4,0.5,0,1,0
C0114827,0,0,2.92,13,0.0,0.0,0.0,0,1,0
C0114835,1,1,8.63,15,1.54,144.3,5.2,0,1,1
C0114852,0,0,1.3,14,0.0,0.0,0.0,0,1,0
C0114856,1,1,2.4,0,0.0,0.0,0.0,5,1,0
C0114934,0,0,2.03,0,0.01,0.0,0.0,2,1,1
C0114989,1,1,7.9,21,1.89,36.0,3.9,0,0,1
C0115020,0,0,5.62,16,0.0,29.9,2.4,0,1,0
C0115042,0,0,1.66,11,0.0,0.0,0.0,0,1,0
C0115059,1,1,4.48,18,0.0,7.0,1.1,0,1,0
C0115068,0,0,3.26,22,0.0,23.2,1.2,0,1,0
C0115116,1,1,3.29,0,0.0,3.0,0.2,5,1,0
C0115163,1,1,2.02,23,0.0,0.0,0.0,0,1,0
C0115221,1,1,3.01,14,0.0,0.0,0.0,0,1,0
C0115231,1,0,4.59,20,0.0,19.8,1.0,0,1,0
C0115243,1,1,1.49,18,1.36,0.0,0.0,2,1,1
C0115246,1,1,3.96,0,0.0,0.4,0.0,0,1,0
C0115260,1,1,7.9,8,1.35,38.0,2.2,0,0,1
C0115325,0,0,5.31,20,0.0,0.0,0.0,0,1,0
C0115349,1,1,7.9,15,1.42,33.2,1.3,0,0,1
C0115359,1,1,3.76,0,0.0,2.9,0.2,6,1,0
C0115366,1,1,2.08,33,0.0,0.0,0.0,4,1,0
C0115368,1,1,1.5,0,0.0,0.0,0.0,0,1,0
C0115370,1,1,1.35,9,0.65,0.0,0.0,0,1,1
C0115373,0,0,1.5,19,1.46,0.0,0.0,0,1,1
C0115374,0,0,2.1,23,1.12,0.0,0.0,0,1,1
C0115376,1,1,2.45,0,0.0,0.0,0.0,4,1,0
C0115395,1,1,5.19,20,0.0,7.6,0.4,3,1,0
C0115409,1,0,8.05,0,0.0,0.0,0.0,0,1,0
C0115412,1,1,2.02,23,0.0,0.0,0.0,0,1,0
C0115432,1,0,4.24,22,0.0,21.9,2.0,0,1,0
C0115450,0,0,3.53,23,0.0,7.8,0.5,0,1,0
C0115463,0,0,1.66,7,0.0,0.0,0.0,0,1,0
C0115466,1,1,2.75,24,0.0,0.0,0.0,0,1,0
C0115489,0,0,4.09,24,0.0,7.7,0.6,0,1,0
C0115495,1,1,7.9,22,1.7,4.6,0.2,0,0,1
C0115506,1,1,2.53,23,0.0,0.0,0.0,0,1,0
C0115524,0,0,2.77,14,0.0,0.0,0.0,0,1,0
C0115531,1,1,3.99,0,0.0,2.1,0.2,0,1,0
C0115545,0,0,1.05,12,0.0,0.0,0.0,0,1,0
C0115580,1,1,3.89,15,0.0,21.4,2.1,0,1,0
C0115614,0,0,7.9,12,0.0,2.7,0.1,0,0,0
C0115615,1,1,2.04,0,0.0,0.0,0.0,5,1,0
C0115618,1,0,2.16,22,0.0,0.0,0.0,0,1,0
C0115622,1,1,3.29,0,0.0,6.2,0.4,6,1,0
C0115691,1,0,1.42,14,0.0,0.0,0.0,0,1,0
C0115692,1,0,3.92,0,0.0,4.9,0.4,3,1,0
C0115702,1,1,2.44,22,0.0,0.0,0.0,0,1,0
C0115785,0,0,1.9,22,0.0,0.0,0.0,0,1,0
C0115846,0,0,5.25,23,0.0,6.3,1.1,0,1,0
C0115849,1,0,7.16,22,0.0,1.9,0.5,0,1,0
C0115854,1,1,2.0,22,0.0,0.0,0.0,0,1,0
C0115857,1,0,4.95,19,0.0,5.7,0.2,0,1,0
C0115863,1,0,5.05,25,0.0,26.4,1.1,0,1,0
C0115865,1,1,2.68,11,0.0,0.0,0.0,7,1,0
C0115918,0,0,3.25,10,0.0,0.0,0.0,0,1,0
C0115919,1,0,5.09,24,0.0,3.8,0.5,0,1,0
C0115941,1,1,3.92,0,0.0,5.2,0.3,7,1,0
C0116032,1,1,1.58,0,0.0,0.0,0.0,0,1,0
C0116047,1,1,2.21,0,0.0,0.0,0.0,0,1,0
C0116085,1,0,6.45,81,0.0,45.7,2.1,0,1,0
C0116100,1,1,7.24,20,0.0,1.2,0.1,0,1,0
C0116118,1,0,6.25,22,0.0,4.8,0.2,0,1,0
C0116216,1,1,7.89,10,1.39,31.3,2.1,0,0,1
C0116247,0,0,4.61,20,0.0,6.8,0.6,0,1,0
C0116250,1,0,7.89,21,0.25,93.5,4.7,0,0,1
C0116263,0,0,4.9,22,0.0,100.0,102.0,0,1,0
C0116307,1,1,2.09,0,0.0,0.0,0.0,0,1,0
C0116334,1,1,7.89,15,1.07,44.4,3.2,0,0,1
C0116345,1,1,2.07,0,0.0,0.0,0.0,6,1,0
C0116350,1,1,2.02,23,0.0,0.0,0.0,0,1,0
C0116357,0,0,1.55,13,0.0,0.0,0.0,0,1,0
C0116375,0,0,2.87,21,0.0,0.0,0.0,0,1,0
C0116415,1,0,5.28,24,0.0,3.1,0.3,0,1,0
C0116447,1,1,6.52,24,0.0,11.4,1.1,0,1,0
C0116453,1,0,7.89,22,0.07,105.6,10.8,0,0,1
C0116465,1,1,5.2,20,0.0,21.8,1.2,0,1,0
C0116480,0,0,2.94,0,0.0,0.0,0.0,1,1,0
C0116509,1,0,2.63,0,0.0,0.0,0.0,5,1,0
C0116529,1,1,8.7,6,0.3,0.0,0.0,0,1,1
C0116556,0,0,2.9,23,0.0,0.0,0.0,0,1,0
C0116608,0,0,1.65,0,0.0,0.0,0.0,7,1,0
C0116678,1,1,2.64,21,0.0,0.0,0.0,0,1,0
C0116690,1,1,7.89,10,1.1,32.9,1.8,0,0,1
C0116719,1,1,7.89,19,1.93,24.0,1.4,0,0,1
C0116729,1,1,7.89,10,1.19,46.5,2.5,0,0,1
C0116744,1,1,2.71,0,0.0,0.0,0.0,3,1,0
C0116798,1,1,7.89,21,0.27,26.5,1.7,0,0,1
C0116816,1,0,2.73,0,0.0,0.0,0.0,5,1,0
C0116889,1,1,2.51,0,0.0,0.0,0.0,6,1,0
C0116965,1,1,1.57,0,0.0,0.0,0.0,0,1,0
C0116988,1,1,7.88,20,0.05,8.6,0.6,0,0,1
C0117012,0,0,3.76,24,0.0,12.9,1.8,0,1,0
C0117061,1,1,2.64,22,0.0,0.0,0.0,0,1,0
C0117080,0,0,1.86,0,0.0,0.0,0.0,0,1,0
C0117088,1,1,7.88,24,1.16,64.6,18.9,0,0,1
C0117093,1,1,6.38,21,0.0,15.9,0.8,0,1,0
C0117110,1,1,3.41,0,0.0,1.2,0.2,3,1,0
C0117127,1,0,7.88,24,1.82,96.2,6.4,0,0,1
C0117157,1,1,2.05,22,0.0,0.0,0.0,0,1,0
C0117178,0,0,1.07,13,0.0,0.0,0.0,0,1,0
C0117251,1,0,2.21,13,0.0,0.0,0.0,0,1,0
C0117292,1,1,2.05,21,0.0,0.0,0.0,0,1,0
C0117315,1,1,3.13,0,0.0,2.2,0.3,6,1,0
C0117355,1,1,2.12,21,0.0,0.0,0.0,0,1,0
C0117395,0,0,3.45,17,0.0,7.3,0.7,0,1,0
C0117435,1,1,1.9,3,0.0,0.0,0.0,0,1,0
C0117437,1,1,2.01,0,0.0,0.0,0.0,1,1,0
C0117515,1,1,1.57,13,0.0,0.0,0.0,0,1,0
C0117533,0,0,3.27,24,0.0,3.3,4.9,0,1,0
C0117544,1,1,7.88,50,0.4,246.8,18.9,0,0,1
C0117566,1,1,2.24,0,0.0,0.0,0.0,0,1,0
C0117681,0,0,3.61,21,0.0,3.3,0.1,0,1,0
C0117684,1,1,6.5,32,0.0,137.1,11.3,0,1,0
C0117686,1,1,2.09,0,0.0,0.0,0.0,0,1,0
C0117687,1,0,7.88,20,1.57,98.3,7.6,0,0,1
C0117702,0,0,1.35,19,1.49,0.0,0.0,0,1,1
C0117705,0,0,4.6,20,0.0,21.3,1.4,0,1,0
C0117745,1,1,7.88,15,1.91,25.9,2.5,0,0,1
C0117758,1,1,7.88,15,1.35,140.4,7.6,0,0,1
C0117818,0,0,1.64,18,0.0,0.0,0.0,0,1,0
C0117854,1,1,7.88,24,1.93,83.6,3.0,0,0,1
C0117880,0,0,2.51,0,0.0,0.0,0.0,7,1,0
C0117899,1,0,2.35,23,0.0,0.0,0.0,0,1,0
C0117900,1,1,2.01,23,0.0,0.0,0.0,0,1,0
C0117904,0,0,4.35,20,0.0,5.7,0.5,0,1,0
C0117925,1,0,6.42,24,0.0,80.2,3.9,0,1,0
C0117995,1,1,1.89,27,0.0,0.0,0.0,0,1,0
C0118009,0,0,2.33,12,0.0,0.0,0.0,0,1,0
C0118032,0,0,1.27,0,0.0,0.0,0.0,6,1,0
C0118053,1,0,5.17,28,0.0,0.0,0.0,0,1,0
C0118079,0,0,1.15,11,0.0,0.0,0.0,0,1,0
C0118114,1,0,7.03,22,0.0,5.2,0.7,0,1,0
C0118123,1,1,1.56,0,0.0,0.0,0.0,0,1,0
C0118146,1,1,2.0,24,0.0,0.0,0.0,0,1,0
C0118180,1,1,2.04,21,0.0,0.0,0.0,0,1,0
C0118184,1,0,7.88,19,1.93,5.7,0.4,0,0,1
C0118187,1,1,7.88,15,1.65,41.1,3.4,0,0,1
C0118207,0,0,3.14,13,0.0,8.6,1.4,0,1,0
C0118216,1,0,1.56,0,0.0,0.0,0.0,0,1,0
C0118254,1,1,2.1,0,0.0,0.0,0.0,2,1,0
C0118262,1,1,6.02,23,0.0,0.0,0.0,0,1,0
C0118274,0,0,4.53,10,0.0,0.7,0.0,0,1,0
C0118322,1,0,2.43,24,0.0,0.0,0.0,0,1,0
C0118332,0,0,1.94,22,0.0,0.0,0.0,0,1,0
C0118342,1,1,3.87,0,0.0,1.4,0.0,2,1,0
C0118420,1,1,2.88,0,0.0,0.0,0.0,2,1,0
C0118422,1,1,7.88,20,1.92,127.9,29.2,0,0,1
C0118440,0,0,1.56,0,0.0,0.0,0.0,0,1,0
C0118458,1,0,2.81,13,0.0,0.0,0.0,0,1,0
C0118550,1,0,2.13,0,0.0,0.0,0.0,6,1,0
C0118557,0,0,6.56,10,0.0,14.5,0.8,7,1,0
C0118598,1,0,3.34,0,0.0,3.6,0.3,4,1,0
C0118635,0,0,1.56,22,0.0,0.0,0.0,0,1,0
C0118673,1,1,2.11,50,0.0,0.0,0.0,0,1,0
C0118699,1,1,4.2,0,0.0,0.3,0.0,0,1,0
C0118724,1,1,7.87,21,0.46,26.5,2.9,0,0,1
C0118730,1,0,7.87,30,1.33,57.0,2.2,0,0,1
C0118746,1,0,3.54,13,0.0,6.7,1.2,0,1,0
C0118751,0,0,1.89,22,0.0,0.0,0.0,0,1,0
C0118753,1,0,2.45,21,0.0,0.0,0.0,0,1,0
C0118798,1,1,5.98,10,0.0,0.0,0.0,0,1,0
C0118863,1,1,2.15,0,0.0,0.0,0.0,0,1,0
C0118879,0,0,1.05,13,0.0,0.0,0.0,0,1,0
C0118898,1,1,7.87,17,1.95,155.7,15.8,0,0,1
C0118900,1,0,6.93,22,0.0,17.3,1.0,0,1,0
C0118901,1,0,1.77,0,0.01,0.0,0.0,5,1,1
C0118909,0,0,1.64,18,0.0,0.0,0.0,0,1,0
C0118912,0,0,2.27,18,0.0,0.0,0.0,0,1,0
C0118922,1,1,7.87,13,1.51,111.7,6.5,1,0,1
C0118986,0,0,1.27,0,0.0,0.0,0.0,4,1,0
C0118989,1,0,2.14,13,0.0,0.0,0.0,0,1,0
C0119011,1,1,7.87,21,0.45,21.8,1.2,0,0,1
C0119019,1,1,2.56,0,0.0,0.0,0.0,3,1,0
C0119040,0,0,4.02,13,0.0,0.0,0.0,0,1,0
C0119049,1,1,2.02,21,0.0,0.0,0.0,0,1,0
C0119065,1,0,4.73,20,0.0,6.5,0.6,0,1,0
C0119085,1,0,2.78,8,0.0,0.0,0.0,0,1,0
C0119135,1,0,7.87,20,1.73,103.2,7.6,0,0,1
C0119168,0,0,3.09,0,0.0,14.8,0.9,5,1,0
C0119222,1,0,5.04,27,0.0,8.9,2.9,0,1,0
C0119225,0,0,1.56,13,0.0,0.0,0.0,0,1,0
C0119236,1,1,2.59,23,0.0,0.0,0.0,0,1,0
C0119250,1,1,3.78,21,0.0,1.8,0.1,0,1,0
C0119253,1,1,5.75,23,0.0,27.7,2.2,0,1,0
C0119255,0,0,1.88,0,0.0,0.0,0.0,5,1,0
C0119271,1,1,2.02,0,0.0,0.0,0.0,1,1,0
C0119276,0,0,2.23,3,0.95,0.0,0.0,7,1,1
C0119333,1,0,7.87,19,1.59,115.0,16.9,0,0,1
C0119369,1,1,7.87,25,0.26,87.5,11.8,0,0,1
C0119397,1,1,2.08,0,0.0,0.0,0.0,0,1,0
C0119434,1,0,2.27,0,0.0,0.0,0.0,6,1,0
C0119454,0,0,2.31,0,0.0,0.0,0.0,4,1,0
C0119479,0,0,1.77,0,0.0,0.0,0.0,3,1,0
C0119525,1,1,7.87,22,1.95,237.0,9.0,0,0,1
C0119579,1,1,1.65,14,0.0,0.0,0.0,0,1,0
C0119596,1,1,7.87,20,0.27,84.9,7.4,0,0,1
C0119608,1,1,2.0,0,0.0,0.0,0.0,2,1,0
C0119625,1,1,1.35,13,0.0,0.0,0.0,0,1,0
C0119657,0,0,2.38,37,0.0,0.0,0.0,0,1,0
C0119663,0,0,1.11,13,0.0,1.4,0.1,0,1,0
C0119679,0,0,3.35,21,0.0,2.9,0.3,0,1,0
C0119725,0,0,2.13,19,0.0,0.0,0.0,0,1,0
C0119839,1,1,3.73,0,0.0,0.9,0.1,2,1,0
C0119855,1,0,2.9,17,0.29,0.0,0.0,0,1,1
C0119872,1,1,2.15,0,0.0,0.0,0.0,1,1,0
C0119887,1,1,7.17,18,0.0,6.7,0.3,0,1,0
C0119909,0,0,2.07,12,0.0,0.0,0.0,0,1,0
C0119948,1,0,2.02,26,0.0,0.0,0.0,0,1,0
C0119960,1,1,7.87,17,1.93,0.8,0.4,0,0,1
C0119968,1,1,4.55,16,0.0,5.7,0.4,0,1,0
C0119975,1,1,7.87,15,1.13,45.3,4.3,0,0,1
C0120023,1,1,5.82,10,0.0,3.2,0.2,4,1,0
C0120029,1,1,5.22,26,0.0,22.5,1.3,0,1,0
C0120069,1,1,7.87,18,1.59,86.2,4.8,0,0,1
C0120080,1,0,3.93,35,0.0,22.8,1.5,0,1,0
C0120091,1,1,7.87,21,0.41,77.5,5.0,0,0,1
C0120113,1,0,4.0,22,0.0,14.9,2.4,0,1,0
C0120123,1,0,1.56,0,0.0,0.0,0.0,2,1,0
C0120137,1,1,2.53,0,0.0,0.0,0.0,7,1,0
C0120222,1,1,1.01,0,0.0,0.0,0.0,1,1,0
C0120226,1,1,7.87,21,0.2,55.5,8.4,0,0,1
C0120233,1,0,4.44,20,0.0,16.6,1.1,0,1,0
C0120271,1,1,1.71,0,0.0,0.0,0.0,6,1,0
C0120273,1,0,7.87,25,0.15,60.7,4.6,0,0,1
C0120303,1,0,1.49,14,0.0,0.0,0.0,0,1,0
C0120326,1,1,1.88,2,0.0,0.0,0.0,0,1,0
C0120333,0,0,5.56,20,0.0,10.9,0.6,0,1,0
C0120343,1,0,7.87,20,1.59,34.9,5.0,0,0,1
C0120365,1,0,1.4,14,0.0,0.0,0.0,0,1,0
C0120366,1,0,3.55,0,0.0,0.1,0.0,0,1,0
C0120392,0,0,1.47,14,0.0,0.0,0.0,0,1,0
C0120396,1,1,2.67,20,0.0,0.0,0.0,0,1,0
C0120398,1,0,4.7,24,0.0,46.7,13.2,0,1,0
C0120406,1,1,2.0,0,0.0,0.0,0.0,6,1,0
C0120416,0,0,4.85,20,0.0,4.1,0.3,0,1,0
C0120423,1,0,7.87,22,0.97,16.6,0.9,0,0,1
C0120464,1,0,7.87,12,0.89,0.0,0.0,0,0,1
C0120504,1,0,7.87,21,0.1,63.6,7.2,0,0,1
C0120591,1,0,5.92,18,0.0,21.2,1.6,0,1,0
C0120617,1,1,2.1,0,0.0,0.0,0.0,0,1,0
C0120622,1,1,2.05,0,0.0,0.0,0.0,0,1,0
C0120629,1,1,1.55,0,0.0,0.0,0.0,0,1,0
C0120651,0,0,7.86,28,0.0,65.2,5.6,0,0,0
C0120687,1,1,7.86,20,0.38,115.5,3.8,0,0,1
C0120697,1,1,3.7,0,0.0,4.3,0.1,4,1,0
C0120702,1,1,2.33,0,0.0,0.0,0.0,7,1,0
C0120703,0,0,3.11,21,0.0,6.5,1.3,0,1,0
C0120722,0,0,7.86,41,0.15,163.0,7.4,0,0,1
C0120731,1,1,2.03,22,0.0,0.0,0.0,0,1,0
C0120737,1,1,2.01,21,0.0,0.0,0.0,0,1,0
C0120738,1,0,5.01,19,0.0,25.2,2.5,0,1,0
C0120782,1,0,4.95,10,0.0,3.4,0.5,7,1,0
C0120880,1,1,7.86,16,1.63,11.9,1.7,0,0,1
C0120891,1,1,2.11,21,0.0,0.0,0.0,0,1,0
C0120895,0,0,1.33,23,0.0,0.0,0.0,0,1,0
C0120903,1,0,5.19,32,0.0,0.4,0.0,0,1,0
C0120979,0,0,2.56,0,0.0,0.0,0.0,0,1,0
C0120998,0,0,7.86,25,0.39,2.6,0.8,0,0,1
C0121014,1,0,7.86,21,0.16,202.3,25.6,0,0,1
C0121022,1,0,7.09,30,0.0,12.2,0.6,0,1,0
C0121030,1,0,1.55,0,0.0,0.0,0.0,0,1,0
C0121041,1,1,1.55,0,0.0,0.0,0.0,0,1,0
C0121066,0,0,1.3,0,0.0,0.0,0.0,0,1,0
C0121072,1,0,3.41,0,0.0,2.5,0.2,6,1,0
C0121091,1,1,2.38,22,0.0,0.0,0.0,0,1,0
C0121097,1,1,1.63,10,0.0,0.0,0.0,0,1,0
C0121106,1,1,2.56,22,0.0,0.0,0.0,0,1,0
C0121115,1,0,7.86,24,0.0,68.9,4.0,0,0,0
C0121131,1,1,3.5,0,0.0,4.6,0.3,3,1,0
C0121165,1,1,7.86,25,0.29,91.9,8.5,0,0,1
C0121173,1,1,7.86,24,0.77,200.8,15.3,0,0,1
C0121181,0,0,4.29,22,0.0,13.5,0.7,0,1,0
C0121186,1,1,7.86,22,1.12,113.1,11.6,0,0,1
C0121195,1,1,7.86,24,1.96,11.9,0.6,0,0,1
C0121198,1,0,1.95,31,0.0,0.0,0.0,3,1,0
